Africa,Abidjan,1
Africa,Accra,2
Africa,Addis_Ababa,3
Africa,Algiers,4
Africa,Asmara,5
Africa,Asmera,6
Africa,Bamako,7
Africa,Bangui,8
Africa,Banjul,9
Africa,Bissau,10
Africa,Blantyre,11
Africa,Brazzaville,12
Africa,Bujumbura,13
Africa,Cairo,14
Africa,Casablanca,15
Africa,Ceuta,16
Africa,Conakry,17
Africa,Dakar,18
Africa,Dar_es_Salaam,19
Africa,Djibouti,20
Africa,Douala,21
Africa,El_Aaiun,22
Africa,Freetown,23
Africa,Gaborone,24
Africa,Harare,25
Africa,Johannesburg,26
Africa,Juba,27
Africa,Kampala,28
Africa,Khartoum,29
Africa,Kigali,30
Africa,Kinshasa,31
Africa,Lagos,32
Africa,Libreville,33
Africa,Lome,34
Africa,Luanda,35
Africa,Lubumbashi,36
Africa,Lusaka,37
Africa,Malabo,38
Africa,Maputo,39
Africa,Maseru,40
Africa,Mbabane,41
Africa,Mogadishu,42
Africa,Monrovia,43
Africa,Nairobi,44
Africa,Ndjamena,45
Africa,Niamey,46
Africa,Nouakchott,47
Africa,Ouagadougou,48
Africa,Porto-Novo,49
Africa,Sao_Tome,50
Africa,Timbuktu,51
Africa,Tripoli,52
Africa,Tunis,53
Africa,Windhoek,54
America,Adak,1
America,Anchorage,2
America,Anguilla,3
America,Antigua,4
America,Araguaina,5
America,Argentina,6
America,Buenos_Aires,7
America,Argentina,8
America,Catamarca,9
America,Argentina,10
America,ComodRivadavia,11
America,Argentina,12
America,Cordoba,13
America,Argentina,14
America,Jujuy,15
America,Argentina,16
America,La_Rioja,17
America,Argentina,18
America,Mendoza,19
America,Argentina,20
America,Rio_Gallegos,21
America,Argentina,22
America,Salta,23
America,Argentina,24
America,San_Juan,25
America,Argentina,26
America,San_Luis,27
America,Argentina,28
America,Tucuman,29
America,Argentina,30
America,Ushuaia,31
America,Aruba,32
America,Asuncion,33
America,Atikokan,34
America,Atka,35
America,Bahia,36
America,Bahia_Banderas,37
America,Barbados,38
America,Belem,39
America,Belize,40
America,Blanc-Sablon,41
America,Boa_Vista,42
America,Bogota,43
America,Boise,44
America,Buenos_Aires,45
America,Cambridge_Bay,46
America,Campo_Grande,47
America,Cancun,48
America,Caracas,49
America,Catamarca,50
America,Cayenne,51
America,Cayman,52
America,Chicago,53
America,Chihuahua,54
America,Coral_Harbour,55
America,Cordoba,56
America,Costa_Rica,57
America,Creston,58
America,Cuiaba,59
America,Curacao,60
America,Danmarkshavn,61
America,Dawson,62
America,Dawson_Creek,63
America,Denver,64
America,Detroit,65
America,Dominica,66
America,Edmonton,67
America,Eirunepe,68
America,El_Salvador,69
America,Ensenada,70
America,Fort_Wayne,71
America,Fortaleza,72
America,Glace_Bay,73
America,Godthab,74
America,Goose_Bay,75
America,Grand_Turk,76
America,Grenada,77
America,Guadeloupe,78
America,Guatemala,79
America,Guayaquil,80
America,Guyana,81
America,Halifax,82
America,Havana,83
America,Hermosillo,84
America,Indiana,85
America,Indianapolis,86
America,Indiana,87
America,Knox,88
America,Indiana,89
America,Marengo,90
America,Indiana,91
America,Petersburg,92
America,Indiana,93
America,Tell_City,94
America,Indiana,95
America,Vevay,96
America,Indiana,97
America,Vincennes,98
America,Indiana,99
America,Winamac,100
America,Indianapolis,101
America,Inuvik,102
America,Iqaluit,103
America,Jamaica,104
America,Jujuy,105
America,Juneau,106
